1672419509.000000, IBI
16.125000,0.859375
16.984375,0.859375
17.890625,0.906250
18.734375,0.843750
19.515625,0.781250
20.390625,0.875000
21.468750,1.078125
22.406250,0.937500
23.343750,0.937500
24.390625,1.046875
25.328125,0.937500
26.296875,0.968750
27.375000,1.078125
28.296875,0.921875
29.156250,0.859375
29.984375,0.828125
30.828125,0.843750
31.781250,0.953125
32.718750,0.937500
33.687500,0.968750
68.578125,0.890625
69.484375,0.906250
70.375000,0.890625
71.250000,0.875000
72.171875,0.921875
73.109375,0.937500
74.031250,0.921875
74.968750,0.937500
75.937500,0.968750
76.843750,0.906250
77.750000,0.906250
78.687500,0.937500
79.578125,0.890625
97.609375,0.968750
98.546875,0.937500
99.484375,0.937500
100.484375,1.000000
101.468750,0.984375
102.421875,0.953125
103.406250,0.984375
104.343750,0.937500
105.421875,1.078125
114.281250,0.921875
115.218750,0.937500
116.156250,0.937500
117.125000,0.968750
118.031250,0.906250
118.968750,0.937500
119.890625,0.921875
120.796875,0.906250
121.703125,0.906250
122.640625,0.937500
123.531250,0.890625
124.421875,0.890625
125.343750,0.921875
126.234375,0.890625
127.140625,0.906250
128.093750,0.953125
129.062500,0.968750
129.984375,0.921875
130.921875,0.937500
131.843750,0.921875
132.718750,0.875000
133.640625,0.921875
134.546875,0.906250
135.453125,0.906250
136.375000,0.921875
137.296875,0.921875
138.203125,0.906250
139.125000,0.921875
140.062500,0.937500
140.968750,0.906250
141.906250,0.937500
142.781250,0.875000
150.718750,0.875000
151.609375,0.890625
152.421875,0.812500
153.281250,0.859375
154.125000,0.843750
154.953125,0.828125
155.750000,0.796875
156.593750,0.843750
157.484375,0.890625
158.375000,0.890625
159.234375,0.859375
160.109375,0.875000
161.046875,0.937500
161.921875,0.875000
162.765625,0.843750
163.640625,0.875000
164.531250,0.890625
165.406250,0.875000
166.281250,0.875000
167.250000,0.968750
168.140625,0.890625
168.968750,0.828125
169.843750,0.875000
170.734375,0.890625
171.593750,0.859375
172.453125,0.859375
173.406250,0.953125
174.296875,0.890625
178.625000,0.875000
179.578125,0.953125
180.359375,0.781250
181.250000,0.890625
182.156250,0.906250
182.953125,0.796875
183.765625,0.812500
184.531250,0.765625
185.421875,0.890625
186.437500,1.015625
187.390625,0.953125
188.359375,0.968750
189.453125,1.093750
190.453125,1.000000
191.390625,0.937500
192.359375,0.968750
193.250000,0.890625
194.078125,0.828125
194.890625,0.812500
195.734375,0.843750
196.609375,0.875000
207.234375,0.875000
208.015625,0.781250
208.765625,0.750000
209.640625,0.875000
214.843750,0.984375
215.828125,0.984375
216.765625,0.937500
217.703125,0.937500
229.031250,0.953125
230.031250,1.000000
231.156250,1.125000
232.125000,0.968750
233.031250,0.906250
233.968750,0.937500
234.906250,0.937500
235.812500,0.906250
236.734375,0.921875
237.687500,0.953125
238.625000,0.937500
239.578125,0.953125
240.546875,0.968750
241.515625,0.968750
242.468750,0.953125
243.437500,0.968750
244.375000,0.937500
245.296875,0.921875
246.234375,0.937500
247.140625,0.906250
248.046875,0.906250
248.968750,0.921875
249.890625,0.921875
250.812500,0.921875
251.765625,0.953125
252.750000,0.984375
253.796875,1.046875
254.750000,0.953125
255.718750,0.968750
256.656250,0.937500
257.578125,0.921875
258.515625,0.937500
259.468750,0.953125
260.390625,0.921875
261.328125,0.937500
262.281250,0.953125
263.203125,0.921875
264.093750,0.890625
265.031250,0.937500
265.968750,0.937500
266.875000,0.906250
267.828125,0.953125
268.796875,0.968750
269.703125,0.906250
270.609375,0.906250
271.437500,0.828125
272.187500,0.750000
272.984375,0.796875
273.781250,0.796875
274.703125,0.921875
275.703125,1.000000
276.640625,0.937500
277.656250,1.015625
278.640625,0.984375
279.546875,0.906250
280.484375,0.937500
281.390625,0.906250
282.265625,0.875000
283.171875,0.906250
284.078125,0.906250
284.968750,0.890625
285.859375,0.890625
286.781250,0.921875
287.671875,0.890625
288.562500,0.890625
289.484375,0.921875
290.453125,0.968750
291.406250,0.953125
292.343750,0.937500
293.343750,1.000000
294.281250,0.937500
295.218750,0.937500
296.109375,0.890625
297.000000,0.890625
297.921875,0.921875
298.843750,0.921875
299.718750,0.875000
300.531250,0.812500
301.421875,0.890625
309.843750,0.937500
320.140625,1.015625
321.375000,1.234375
325.578125,1.015625
326.546875,0.968750
327.500000,0.953125
328.500000,1.000000
329.531250,1.031250
330.531250,1.000000
331.468750,0.937500
332.437500,0.968750
333.421875,0.984375
334.375000,0.953125
335.296875,0.921875
336.265625,0.968750
337.296875,1.031250
338.281250,0.984375
339.218750,0.937500
340.156250,0.937500
341.109375,0.953125
